Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
RusevUltraBasedOn4_V3_integral,1043343286,24105,3545481,106262207,58061, 2499, 69040, 1963, 33159, 2053, 1963, 8263281, 241106, 11392861, 189783, 4352031, 189671, 189634, 253314119, 6099836, 346902508, 4725722, 123231146, 4746251, 4815872, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1047229986,23729,3546134,106813370,56455, 2410, 68638, 1919, 32846, 1918, 1919, 8233417, 237870, 11404688, 189782, 4377395, 190080, 189708, 252647815, 6030662, 349208021, 4715903, 125313962, 4790433, 4986799, 
RusevUltraBasedOn4_V3_integral,1045375232,24367,3562716,106343049,59802, 2454, 69308, 2097, 33114, 1919, 1874, 8359604, 238391, 11412200, 189931, 4359060, 190155, 189671, 253921961, 5951223, 348057942, 4766334, 122262705, 4713225, 4727953, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1048843315,23946,3541262,107100141,56901, 2454, 69174, 2008, 33024, 1963, 2097, 8218801, 238019, 11402902, 189336, 4360473, 189634, 189671, 259309524, 6023075, 348106587, 4717242, 121986008, 4749821, 4808731, 
RusevUltraBasedOn4_V3_integral,1066673784,24341,3555979,109466795,57347, 2677, 70423, 1919, 34096, 2053, 1874, 8222037, 238577, 11445300, 189485, 4417635, 189299, 189522, 255241182, 5968628, 361168930, 4723044, 129707647, 4719920, 4738218, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1044870032,23984,3543223,106508621,56588, 2543, 69665, 2052, 33159, 1874, 2008, 8269454, 238614, 11391745, 189597, 4334217, 189560, 189374, 253680074, 6002992, 348817967, 4745358, 122819224, 4761871, 4732862, 
RusevUltraBasedOn4_V3_integral,1071013014,29690,3557839,110010881,95906, 2409, 69486, 2097, 34185, 1919, 1829, 8294632, 238651, 11430014, 192646, 4366387, 190192, 192349, 253452914, 6245325, 373584158, 4842648, 122414442, 4788648, 4748036, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1042160183,23869,3553982,105993543,56499, 2543, 68861, 2052, 33292, 2008, 1829, 8257702, 238205, 11424213, 189411, 4387213, 189894, 191233, 252916925, 5988264, 347371109, 4814087, 121389770, 4716796, 4757854, 
RusevUltraBasedOn4_V3_integral,1042416351,24093,3547537,106105242,58017, 2543, 69486, 2008, 32578, 2008, 2008, 8249409, 238130, 11405282, 189634, 4369957, 189448, 190898, 252533119, 6027538, 347555425, 4734201, 122295284, 4818103, 4773028, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1039520402,23901,3539350,105791694,56232, 2543, 69263, 1919, 33605, 1829, 1919, 8194701, 238018, 11401043, 191530, 4370961, 189522, 189671, 251555307, 5987372, 347309075, 4732862, 121429490, 4716795, 4810963, 
RusevUltraBasedOn4_V3_integral,1047044787,24207,3545502,106789717,57526, 2499, 70334, 1919, 33293, 1963, 1919, 8225123, 238577, 11420196, 189299, 4366015, 189559, 189746, 253132927, 5978446, 349910475, 4731077, 124082660, 4898881, 4793557, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1049439554,24966,3564012,106902117,63908, 2454, 69263, 1919, 33337, 1918, 1963, 8265773, 240101, 11479849, 190303, 4389780, 191902, 190378, 254076375, 6038248, 349338336, 4789094, 124495028, 4819888, 4757854, 
RusevUltraBasedOn4_V3_integral,1058007804,30800,3685689,106607696,105145, 2365, 69040, 2052, 33114, 2008, 1874, 8234644, 238725, 12062401, 189374, 4690502, 192051, 192126, 254944401, 6106530, 348029380, 4839971, 122840646, 4741342, 4751607, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1042926455,23965,3543685,106225612,57124, 2454, 68951, 1874, 33560, 1874, 1918, 8228656, 237870, 11408332, 190787, 4360101, 190340, 189708, 253462286, 5937834, 347509904, 4740895, 122469335, 4726614, 4732416, 
RusevUltraBasedOn4_V3_integral,1045625150,31552,3564060,106290769,109786, 2410, 69843, 2142, 32891, 1918, 1874, 8341009, 238874, 11409857, 190489, 4388180, 189708, 190303, 253393111, 5961487, 347085038, 4758747, 123373957, 4731077, 4731969, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1042387346,23901,3549147,106083693,56455, 2499, 69442, 1963, 33114, 1874, 1963, 8242640, 238651, 11438791, 189262, 4355601, 189634, 189448, 252448771, 5946760, 347961098, 4717689, 122041348, 4735094, 4735094, 
RusevUltraBasedOn4_V3_integral,1091281541,24195,3788335,110195389,57392, 2499, 69932, 2008, 33694, 1919, 1919, 8769778, 238279, 12544464, 189932, 4392903, 190489, 192498, 267536805, 6116348, 357379070, 4803822, 126020433, 4771243, 4740003, 
RusevUltraBasedOn4_V3_integral ALIGNED ,1081250360,24386,3566950,111417064,57258, 2499, 70781, 1963, 34319, 1919, 1963, 8255880, 239766, 11498110, 190229, 4396213, 198150, 190303, 253629197, 6112778, 372726396, 4919856, 133025782, 4752499, 4752945, 
RusevUltraBasedOn4_V3_integral,1062683536,31265,3792160,105993352,107912, 2499, 69263, 1963, 33114, 2097, 2008, 8630500, 263308, 12312359, 193167, 4760903, 191828, 193056, 253569841, 7058458, 348144522, 6389029, 114095673, 4232575, 8463366, 
RusevUltraBasedOn4_V3_integral ALIGNED ,937092432,23544,3157292,95747392,56946, 2499, 66675, 2052, 32757, 1919, 1963, 7287886, 212320, 10189971, 170741, 3903960, 168398, 167766, 229529311, 5307679, 310806903, 4195534, 110777537, 4790434, 4824350, 
