Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
stl_StableSort,956956171,19311,3319602,96679683,42664, 12362, 46190, 7185, 12094, 7631, 7051, 6620019, 1689266, 8587247, 1468317, 2014497, 1440573, 1417292, 169055338, 46501654, 261911817, 45623809, 61749012, 45985748, 45930408, 
stl_StableSort ALIGNED ,932704105,19285,3160591,95123484,35122, 16735, 48689, 7363, 12317, 6961, 7810, 5458895, 1623737, 8491593, 1399664, 1929145, 1411825, 1809280, 168346190, 45851415, 256681346, 48421129, 57019720, 45088713, 44455879, 
stl_StableSort,919049543,18992,3026365,94786474,35658, 13701, 46056, 10978, 12139, 7274, 7140, 5267512, 1589410, 8339038, 1369391, 1903000, 1355221, 1360986, 167732992, 46691325, 257574365, 44775420, 57161639, 44615649, 44953934, 
stl_StableSort ALIGNED ,918238187,18061,3042097,94491097,36372, 12049, 45432, 7006, 11871, 6917, 6783, 5283616, 1597331, 8366410, 1374486, 1917913, 1381106, 1373816, 166437871, 45765729, 257146376, 45620239, 57095143, 44943670, 44428656, 
stl_StableSort,938500911,17526,3028182,97558101,31597, 12183, 45967, 7185, 11826, 7051, 6872, 5250405, 1597629, 8382328, 1357490, 1889165, 1361915, 1358345, 166129934, 46225849, 269190294, 44555847, 67078559, 44730792, 44995438, 
stl_StableSort ALIGNED ,918359576,18852,3020680,94757530,36104, 13165, 46146, 10978, 11781, 6962, 6828, 5267772, 1565236, 8330782, 1362771, 1914269, 1346072, 1357862, 166970290, 45691645, 256677330, 44797288, 58562531, 45507775, 45095853, 
stl_StableSort,911892440,19451,3106346,92799674,44137, 12362, 46190, 7274, 11960, 7140, 7095, 5312959, 1671080, 8605657, 1426255, 1932492, 1396168, 1399812, 168881732, 42318616, 237209892, 47538376, 54794093, 50179050, 48675959, 
stl_StableSort ALIGNED ,827683648,16174,2797580,84507808,29588, 11692, 41504, 6471, 11291, 6381, 6292, 4957939, 1444962, 7794904, 1222526, 1712287, 1229331, 1221112, 151200330, 40762864, 227747737, 40331304, 50755651, 40587027, 40169749, 
stl_StableSort,937755606,18897,3101304,96560461,36416, 13254, 45967, 10889, 11960, 6962, 6828, 5367183, 1634782, 8544553, 1419300, 1938033, 1385457, 1419821, 166312018, 46370000, 261987686, 45528304, 60608752, 47925306, 47191165, 
stl_StableSort ALIGNED ,926575700,18833,3072912,95304676,41326, 12139, 45699, 7230, 11648, 6917, 6872, 5515313, 1585095, 8366745, 1419523, 1888756, 1371101, 1363849, 168502836, 45699678, 258776659, 45921482, 58677672, 44852181, 44702229, 
stl_StableSort,921041759,22754,3055124,94688356,61676, 13968, 47083, 10844, 11915, 7006, 6783, 5451791, 1593463, 8346402, 1376383, 1896120, 1356039, 1365672, 166490532, 46491389, 258254058, 44594228, 57412899, 44683485, 44891901, 
stl_StableSort ALIGNED ,926142362,18087,3079994,95165244,35747, 12272, 45967, 7140, 11782, 6962, 6739, 5248396, 1641737, 8527333, 1405168, 1967339, 1393118, 1376866, 166117884, 46862253, 257743507, 46127666, 59442160, 45160565, 44702676, 
stl_StableSort,920556202,20892,3065941,94507801,55919, 12228, 45610, 7185, 11692, 6917, 6694, 5504862, 1601571, 8357745, 1357006, 1892252, 1389883, 1358271, 166690915, 46818963, 256767926, 44966876, 56902347, 44923141, 44484442, 
stl_StableSort ALIGNED ,932560851,21957,3064794,96225874,35122, 16735, 53286, 12719, 16468, 10844, 8524, 5252487, 1573343, 8490812, 1416214, 1934649, 1389697, 1396354, 168269428, 45907201, 268518188, 44392507, 57391477, 44606278, 44496045, 
stl_StableSort,941425422,18584,3291709,94802987,39541, 12228, 45833, 7095, 11692, 6962, 6739, 5272236, 1892177, 9731190, 1379692, 1953430, 1403978, 1409259, 166877462, 46191485, 257998783, 45382369, 57941748, 44612079, 44616988, 
stl_StableSort ALIGNED ,923660553,18189,3067652,94957784,31909, 13076, 45833, 10844, 11826, 7095, 6738, 5267326, 1577695, 8343835, 1360130, 1896120, 1673572, 1354886, 165937584, 47417432, 256972771, 48022150, 56882710, 44971786, 44500061, 
stl_StableSort,925309141,22110,3058408,95265021,63908, 12228, 45699, 7229, 11781, 7140, 6783, 5460828, 1600418, 8357150, 1373556, 1894186, 1364110, 1358605, 166403061, 46270031, 257852847, 44919124, 58218890, 47256770, 45934424, 
stl_StableSort ALIGNED ,929548420,20076,3028092,96254756,35747, 14995, 51769, 8345, 14236, 8077, 7363, 5288860, 1582455, 8343687, 1361618, 1896082, 1365932, 1358011, 170773985, 50078636, 257549373, 46268693, 58532183, 45426105, 45154317, 
stl_StableSort,939159634,19541,3103759,96725141,43334, 12719, 46413, 7408, 12674, 7230, 7006, 5277033, 1639133, 8542507, 1434623, 1981100, 1423503, 1428412, 169423524, 52897378, 258093395, 47083611, 58062245, 45626487, 45889349, 
stl_StableSort ALIGNED ,941941764,17819,3195024,96044618,32400, 12763, 46369, 7274, 12049, 6962, 6917, 5297265, 1707899, 8972020, 1447974, 2055704, 1469582, 1414726, 166922091, 46727921, 262701297, 45034712, 58132757, 46669011, 46124542, 
stl_StableSort,935017640,18578,3067976,96572447,32757, 13522, 46190, 11692, 11826, 7140, 6917, 5349034, 1641402, 8454514, 1362250, 1938851, 1366527, 1363254, 167017150, 51419724, 258960975, 47574079, 57762786, 48206020, 45066399, 
stl_StableSort ALIGNED ,920083133,18278,3042687,94745416,36283, 12272, 46369, 7185, 11871, 7051, 6917, 5305335, 1590228, 8349191, 1400296, 1892215, 1348341, 1413201, 165967486, 47304076, 257509653, 44559417, 57360683, 45083357, 45433245, 
