Algo Name : ALL Results averaged from 20 test cycles and if error - no results printed, Total Time , Average Small, Average Big, Average Super Big,  SMALL Avrg RAND_with_Repeats, SMALL Avrg REV_SORTED, SMALL Avrg RAND_NO_REPEATS_SHUFFLED, SMALL Avrg SORTED, SMALL Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SMALL Avrg ONE_NUMBER, SMALL Avrg ONLY_ZEROES, BIG Avrg RAND_with_Repeats, BIG Avrg REV_SORTED, BIG Avrg RAND_NO_REPEATS_SHUFFLED, BIG Avrg SORTED, BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, BIG Avrg ONE_NUMBER, BIG Avrg ONLY_ZEROES, SUP BIG Avrg RAND_with_Repeats, SUP BIG Avrg REV_SORTED, SUP BIG Avrg RAND_NO_REPEATS_SHUFFLED, SUP BIG Avrg SORTED, SUP BIG Avrg SORTED_WITH_SOME_ZEROES_INSERTED, SUP BIG Avrg ONE_NUMBER, SUP BIG Avrg ONLY_ZEROES, 
RusevMergeSortBasedOn2_3rd_merge_improve,965441846,21778,3238983,98834671,55428, 2499, 58240, 1963, 30436, 1963, 1919, 7251253, 238985, 10382804, 189411, 4229526, 191158, 189745, 230192046, 5994513, 322023853, 4759640, 119422095, 4721705, 4728845, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,964737172,20235,3211627,99077705,44137, 2588, 58418, 1963, 30570, 1919, 2052, 7149686, 241254, 10357775, 190973, 4162546, 189448, 189708, 228087807, 6223903, 324147281, 4749375, 120590025, 4851128, 4894418, 
RusevMergeSortBasedOn2_3rd_merge_improve,973051921,20108,3216876,100203812,44137, 2454, 57749, 1785, 30659, 1919, 2052, 7192344, 239246, 10324862, 189374, 4192781, 189894, 189634, 231935684, 6042265, 322780754, 4712779, 126442173, 4748036, 4764995, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,965492281,20184,3229287,98974167,44360, 2454, 57704, 2008, 30392, 2409, 1963, 7192641, 239730, 10338994, 189783, 4243137, 210981, 189745, 229330714, 6216763, 323153403, 4794450, 119295350, 4819442, 5209050, 
RusevMergeSortBasedOn2_3rd_merge_improve,963758905,20159,3218146,98860491,45163, 2409, 57570, 1963, 30258, 1874, 1874, 7178880, 241998, 10322072, 192721, 4210596, 190750, 190006, 229738619, 6002546, 321669502, 4895310, 120219162, 4783292, 4715010, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,963791034,20050,3202202,99057495,44137, 2499, 57570, 1829, 30436, 1963, 1919, 7148644, 239134, 10289568, 189597, 4169574, 189522, 189373, 228921469, 6136432, 321859620, 4767673, 119572048, 7263749, 4881475, 
RusevMergeSortBasedOn2_3rd_merge_improve,960143541,20153,3214671,98385770,44628, 2409, 57615, 2008, 30749, 1829, 1829, 7189628, 238762, 10322816, 189597, 4182219, 189857, 189820, 227966864, 5993173, 321417350, 4785970, 118998124, 4768565, 4770350, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,991417029,20184,3324203,101538717,44003, 2588, 58329, 2008, 30481, 1919, 1963, 7159913, 240101, 10965282, 192423, 4324361, 194729, 192609, 228245347, 6207837, 327549319, 4879244, 134353484, 4777937, 4757854, 
RusevMergeSortBasedOn2_3rd_merge_improve,966879332,20267,3228251,99183921,44851, 2499, 58195, 2008, 30392, 1919, 2008, 7204356, 238948, 10354019, 189485, 4230902, 190563, 189485, 230722680, 6254697, 321603006, 4842202, 121395126, 4743126, 4726614, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,974504140,20159,3232300,100225680,44450, 2454, 57972, 1963, 30436, 2008, 1829, 7173079, 239395, 10456441, 190266, 4186533, 190601, 189782, 229829662, 6026645, 323817477, 5380870, 126594356, 4977427, 4953328, 
RusevMergeSortBasedOn2_3rd_merge_improve,996843861,20395,3339785,102124882,45253, 2722, 58017, 1874, 30927, 2142, 1829, 7242848, 293656, 10916413, 190303, 4345523, 190340, 199415, 229486468, 6239523, 339281283, 4794450, 125389831, 4927443, 4755176, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,940166001,18673,2869549,99688097,44360, 2186, 51769, 1785, 27178, 1740, 1696, 6542328, 211316, 9141162, 167468, 3687437, 169700, 167431, 224139517, 5300538, 314248660, 4171435, 140012835, 4936368, 5007328, 
RusevMergeSortBasedOn2_3rd_merge_improve,1035740359,21134,3492612,105840212,44539, 2454, 57838, 2052, 36327, 2365, 2365, 7214360, 325007, 11638021, 252598, 4587670, 208898, 221729, 235547031, 6754091, 354413946, 4827475, 129222534, 5180933, 4935476, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,928675033,19719,3108960,95163140,45432, 2410, 56544, 1874, 28205, 1740, 1829, 7274014, 213101, 9820633, 169402, 3949518, 168100, 167952, 229242350, 5460755, 293317850, 4301304, 123639497, 5855718, 4324510, 
RusevMergeSortBasedOn2_3rd_merge_improve,891455226,20541,3011144,91011597,39049, 2900, 60828, 2320, 34587, 2053, 2052, 6490150, 213213, 9200593, 168621, 4669712, 168175, 167543, 213118039, 5310803, 296051351, 4677522, 109543556, 4214724, 4165186, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,944076805,17966,3170510,96642323,39674, 2275, 51546, 1829, 27089, 1651, 1696, 6388583, 251556, 10621121, 194952, 4348424, 194803, 194134, 204445811, 8617781, 338170924, 5780295, 110944894, 4305767, 4230791, 
RusevMergeSortBasedOn2_3rd_merge_improve,1005110868,20299,3567078,100579330,42798, 2499, 60248, 1918, 30749, 1919, 1963, 7958579, 238948, 12007136, 189485, 4190959, 192646, 191791, 224011878, 6567990, 334693910, 5534838, 123527033, 4879244, 4840417, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,1039695350,20994,3328697,108373586,44271, 2767, 61944, 2052, 31507, 2097, 2320, 7212464, 260147, 10791974, 195510, 4447499, 201795, 191493, 247557923, 5995405, 357328640, 5016254, 132916889, 4981889, 4818103, 
RusevMergeSortBasedOn2_3rd_merge_improve,927789595,19011,3042782,95837860,44316, 2454, 53286, 1829, 27758, 1695, 1740, 7336419, 222436, 9400938, 172229, 3798897, 187737, 180820, 226399508, 6221226, 297854346, 5101048, 126055689, 4730630, 4502578, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,906101431,19553,2993653,93323677,41459, 2454, 57035, 1874, 30347, 1874, 1829, 6651184, 221841, 9670867, 178811, 3883505, 173344, 176022, 224609455, 5526805, 296338313, 4421354, 113790859, 4224096, 4354858, 
RusevMergeSortBasedOn2_3rd_merge_improve,901942497,18227,3043393,92145928,39451, 2186, 52438, 1740, 27982, 2008, 1785, 6603507, 220800, 9849865, 203469, 4078941, 169476, 177696, 221190905, 7034805, 295961648, 4377172, 107840083, 4225435, 4391453, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,935770089,20216,3262860,94324951,40790, 2588, 58329, 2365, 32712, 2231, 2499, 6371401, 246201, 11009055, 200010, 4614261, 202539, 196551, 221008820, 6515774, 309618444, 4933691, 109373968, 4419123, 4404842, 
RusevMergeSortBasedOn2_3rd_merge_improve,948664622,20165,3073092,98444744,45878, 2499, 56187, 1919, 30972, 1919, 1785, 7357915, 218903, 9554832, 173493, 3869596, 168472, 168435, 214106116, 5516094, 328960922, 4328527, 127215141, 4344593, 4641820, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,897952706,19693,2966531,92483639,39585, 2365, 57392, 1919, 32891, 2052, 1651, 6553039, 227531, 9512435, 169811, 3900464, 196812, 205626, 213802195, 5503598, 304885135, 4323618, 110020190, 4536497, 4314246, 
RusevMergeSortBasedOn2_3rd_merge_improve,893953096,19693,3068162,90692694,39630, 2588, 58329, 2142, 31240, 1963, 1963, 6673685, 224779, 10074644, 180225, 3985258, 169774, 168770, 210576887, 5354539, 296561010, 4336560, 109525705, 4278544, 4215617, 
RusevMergeSortBasedOn2_3rd_merge_improve ALIGNED ,884339643,18616,2884388,91535409,41995, 2410, 52840, 1919, 27267, 2008, 1874, 6464191, 212543, 9207696, 171410, 3798078, 168733, 168063, 216660656, 7618993, 293419603, 4301304, 110189332, 4229898, 4328081, 
